brand,model,price,year,mileage,city,transmission_type,color,fuel,date
Speranza,M12,310000,2012,170000,القاهرة,مانيوال,أسود,بنزين,2025-04-20
Peugeot,3008,500000,2011,210100,المهندسين,أتوماتيك,أسود,بنزين,2025-04-20
Daewoo,Nubira 2,230000,2002,347000,6 أكتوبر,مانيوال,أبيض,بنزين,2025-04-20
Hyundai,Elantra CN7,1100000,2021,155000,6 أكتوبر,أتوماتيك,سماوى,بنزين,2025-04-20
Nissan,Sunny,360000,2010,350000,الجيزة,مانيوال,أزرق,بنزين,2025-04-20
Skoda,Karoq,1450000,2021,87000,مدينة نصر,أتوماتيك,أبيض,بنزين,2025-04-20
Skoda,Kodiaq,1850000,2020,90000,الإسماعيلية,أتوماتيك,فضي,بنزين,2025-04-20
Hyundai,I10,440000,2015,136000,الهرم,أتوماتيك,فضي,بنزين,2025-04-20
Opel,Mokka,620000,2016,130000,مدينتى,أتوماتيك,احمر,بنزين,2025-04-20
Kia,Cerato,500000,2008,200500,العاشر من رمضان,أتوماتيك,فضي,بنزين,2025-04-20
Byd,F3,470000,2020,55000,القاهرة,مانيوال,احمر,بنزين,2025-04-20
Mercedes,C 180,3350000,2023,17000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-20
Renault,Sandero Step Way,450000,2016,84000,6 أكتوبر,أتوماتيك,احمر,كهربائي,2025-04-20
Toyota,Corolla,400000,2006,280000,مصر الجديدة,أتوماتيك,شمبان,بنزين,2025-04-20
Opel,Insignia,650000,2016,210000,الهرم,أتوماتيك,أسود,بنزين,2025-04-20
Renault,Megane,345000,2006,198000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-20
Audi,A4,2350000,2022,47000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-04-20
Hyundai,Atos,240000,2008,270000,القاهرة,مانيوال,فيراني,بنزين,2025-04-20
Renault,Sandero,450000,2015,187000,شيراتون,أتوماتيك,ذهبي,بنزين,2025-04-20
MG,ZS,850000,2020,48000,6 أكتوبر,أتوماتيك,احمر,بنزين,2025-04-20
Opel,Astra,450000,2008,182000,المقطم,أتوماتيك,رمادي,بنزين,2025-04-20
Nissan,Sunny,410000,2017,171000,حدائق الاهرام,أتوماتيك,فضي,بنزين,2025-04-20
GAC,Empow,1250000,2024,2000,العبور,أتوماتيك,أسود,بنزين,2025-04-21
BMW,528,585000,2001,210000,المحلة,أتوماتيك,أسود,بنزين,2025-04-21
Chevrolet,Lanos,220000,2010,220000,فاقوس,أتوماتيك,أبيض,بنزين,2025-04-21
Renault,Duster,550000,2018,180000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-21
Ford,Kuga,1050000,2018,135000,العاشر من رمضان,أتوماتيك,الأزرق الداكن,بنزين,2025-04-21
Mercedes,C 300,950000,2009,220000,القليوبية,أتوماتيك,أسود,بنزين,2025-04-21
Chevrolet,Lanos,240000,2010,220000,القاهرة,أتوماتيك,أبيض,بنزين,2025-04-21
Ford,Kuga,950000,2018,82500,العاشر من رمضان,أتوماتيك,احمر غامق,بنزين,2025-04-21
Skoda,Octavia A8,1485000,2021,100000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-21
Suzuki,Alto,410000,2021,25000,مدينة نصر,مانيوال,أزرق,بنزين,2025-04-21
Nissan,Sentra,700000,2020,200000,القاهرة,أتوماتيك,رمادي,بنزين,2025-04-20
Nissan,Sunny,450000,2016,245000,الهرم,أتوماتيك,احمر,بنزين,2025-04-20
Nissan,Sunny,635000,2022,85000,المنيا,أتوماتيك,فضي,بنزين,2025-04-20
Ford,Focus,1450000,2022,200000,العاشر من رمضان,أتوماتيك,أزرق,بنزين,2025-04-20
Mercedes,200,550000,1996,368000,حدائق الاهرام,أتوماتيك,الأزرق الداكن,بنزين,2025-04-20
Fiat,Tipo,875000,2022,95000,مصر الجديدة,أتوماتيك,رمادي,بنزين,2025-04-20
Fiat,Tipo,800000,2021,104000,الهرم,أتوماتيك,الأزرق الداكن,بنزين,2025-04-20
Nissan,Sentra,580000,2017,168000,المنصورة,أتوماتيك,برونزي,بنزين,2025-04-20
Ford,Focus,250000,2005,282000,عين شمس,مانيوال,سماوى,بنزين,2025-04-20
Hyundai,Accent,240000,2006,500000,مدينة بدر,مانيوال,فيراني,بنزين,2025-04-20
Nissan,Sentra,920000,2024,24000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-20
Geely,Emgrand 7,340000,2017,158000,القاهرة,مانيوال,بترولي,بنزين,2025-04-20
BMW,330,1870000,2016,220000,مدينة نصر,أتوماتيك,رمادي,بنزين,2025-04-20
Opel,Astra,170000,2000,160000,المهندسين,مانيوال,أسود,بنزين,2025-04-20
Renault,Logan,460000,2017,240000,الجيزة,أتوماتيك,فضي,بنزين,2025-04-20
Volkswagen,Passat,800000,2011,212000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-04-20
Brilliance,V3,700000,2018,76000,المحلة,أتوماتيك,أبيض,بنزين,2025-04-20
Nissan,Juke,1025000,2021,45000,التجمع - القاهرة الجديدة,أتوماتيك,احمر,بنزين,2025-04-20
Chery,Arrizo 5,500000,2020,70000,البحر الأحمر,أتوماتيك,سماوى,بنزين,2025-04-20
Volkswagen,Passat,1200000,2018,180000,قنا,أتوماتيك,أسود,بنزين,2025-04-20
MG,350,280000,2014,279000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-20
Hyundai,Excel,120000,1997,300000,السويس,مانيوال,أخضر,بنزين,2025-04-20
Toyota,Corolla,720000,2005,130000,الشرقية,مانيوال,ذهبي,بنزين,2025-04-20
Kia,Cerato,970000,2019,116000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-20
Geely,Starray,1480000,2025,950,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-20
Citroën,C4,1140000,2020,75000,مصر الجديدة,أتوماتيك,احمر غامق,بنزين,2025-04-20
BMW,X3,2100000,2016,60000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-20
Toyota,Yaris,510000,2014,280000,المعادى,أتوماتيك,الأزرق الداكن,بنزين,2025-04-20
Mercedes,C 250,1420000,2012,160000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-20
Hyundai,Elantra,370000,2008,167933,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-04-21
Hyundai,Elantra HD,750000,2022,73000,مدينة نصر,أتوماتيك,فضي,بنزين,2025-04-21
Audi,Q3,2450000,2023,29000,مدينة السادات,أتوماتيك,أبيض,بنزين,2025-04-21
MG,RX5 Plus,1400000,2024,20000,المهندسين,أتوماتيك,أسود,بنزين,2025-04-21
Fiat,Punto,220000,2004,187000,مدينة نصر,مانيوال,أبيض,بنزين,2025-04-21
Citroën,C Elysee,580000,2019,135000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-21
MG,5,795000,2021,89000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-21
Hyundai,Elantra AD,300000,2019,78000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-21
Mercedes,C 180,2290000,2019,164000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-20
Fiat,Brava,145000,2002,225000,السويس,مانيوال,اصفر,بنزين,2025-04-20
Mitsubishi,Lancer Puma,540000,2011,140000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-20
Jeep,Cherokee,830000,2009,227000,العبور,أتوماتيك,أسود,بنزين,2025-04-20
Kia,Carens,775000,2014,140000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-20
Mercedes,CLA 200,2750000,2024,3000,مصر الجديدة,أتوماتيك,أبيض,بنزين,2025-04-20
Mercedes,E 200,4600000,2023,500,القاهرة,أتوماتيك,شمبان,بنزين,2025-04-20
Kia,Cerato,825000,2017,130000,القاهرة,أتوماتيك,الأزرق الداكن,بنزين,2025-04-20
Mercedes,GLE,6300000,2023,13000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-20
Mercedes,GLS,2385000,2023,11000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-20
Chevrolet,Optra,650000,2022,90000,مصر الجديدة,أتوماتيك,بني,بنزين,2025-04-20
Mercedes,A 200,1750000,2021,90000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-20
Renault,Captur,720000,2017,60000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-20
MG,Rx5,800000,2019,130000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-20
Mercedes,A 180,2050000,2021,2800,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-20
Geely,Emgrand 7,295000,2013,195000,الغردقة,مانيوال,شمبان,بنزين,2025-04-20
Daewoo,Lanos,278000,2000,229300,القاهرة,أتوماتيك,أسود,بنزين,2025-04-20
MG,ZS,1025000,2023,10000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-20
Nissan,Sunny,655000,2022,48000,القاهرة,أتوماتيك,رمادي,بنزين,2025-04-20
Toyota,Corolla,725000,2016,190000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-20
Citroën,C4,1050000,2020,80000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-20
Hyundai,Elantra MD,625000,2013,160000,القاهرة,أتوماتيك,رمادي,بنزين,2025-04-20
Skoda,Octavia A5,510000,2008,217000,بني سويف,أتوماتيك,أسود,بنزين,2025-04-20
Hyundai,Getz,475000,2011,140000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-20
Nissan,Qashqai,935000,2020,145000,حدائق الاهرام,أتوماتيك,فضي,بنزين,2025-04-20
Hyundai,Elantra HD,775000,2021,100000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-20
Seat,Ibiza,880000,2020,140000,مدينة نصر,أتوماتيك,أبيض,بنزين,2025-04-20
Nissan,Sunny,520000,2020,110000,مدينة نصر,أتوماتيك,احمر,بنزين,2025-04-20
Hyundai,Excel,185000,1996,162000,القاهرة,مانيوال,احمر غامق,بنزين,2025-04-21
Renault,Kadjar,850000,2018,225000,حدائق الاهرام,أتوماتيك,أبيض,بنزين,2025-04-21
Renault,Sandero,525000,2017,73000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-21
Chery,Tiggo 7,825000,2022,83000,القاهرة,أتوماتيك,برونزي,بنزين,2025-04-21
Chevrolet,Cruze,540000,2016,160000,القاهرة,أتوماتيك,برونزي,بنزين,2025-04-21
Chevrolet,Cruze,535000,2016,220000,مدينة نصر,أتوماتيك,احمر غامق,بنزين,2025-04-21
Jaguar,F-Pace,4500000,2024,40000,القاهرة,أتوماتيك,رمادي,بنزين,2025-04-21
BMW,318,1350000,2019,73000,مدينة نصر,أتوماتيك,احمر,بنزين,2025-04-21
Renault,Duster,750000,2020,93000,الغردقة,أتوماتيك,أبيض,بنزين,2025-04-21
Mercedes,C 180,700000,2023,41000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-21
Chevrolet,Captiva,990000,2020,65000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-20
Skoda,Octavia A8,1710000,2024,8000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-20
Mitsubishi,Xpander,1250000,2022,9200,6 أكتوبر,أتوماتيك,رمادي,بنزين,2025-04-20
Mitsubishi,Eclipse,1190000,2020,42000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-20
Hyundai,Accent,380000,2011,150000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-20
MG,Rx5,1200000,2021,60000,المنصورة,أتوماتيك,أسود,بنزين,2025-04-20
BMW,523,1250000,2012,170000,مدينة نصر,أتوماتيك,موكا,بنزين,2025-04-20
Honda,Civic,185000,1998,170000,العاشر من رمضان,مانيوال,اخضر غامق,بنزين,2025-04-20
Ssang Yong,Tivoli,820000,2017,92000,الجيزة,أتوماتيك,أبيض,بنزين,2025-04-20
Citroën,C5 Aircross,1380000,2022,38000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-20
Hyundai,Elantra MD,660000,2012,126000,شبرا,أتوماتيك,احمر,بنزين,2025-04-20
Kia,Cerato,800000,2016,158000,الشروق,أتوماتيك,احمر غامق,بنزين,2025-04-20
Hyundai,Verna,380000,2014,214000,الهرم,أتوماتيك,فضي,بنزين,2025-04-20
Opel,Vectra,460000,2008,144000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-20
Citroën,C4,375000,2007,173000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-20
MG,5,780000,2021,70000,الإسماعيلية,أتوماتيك,أبيض,بنزين,2025-04-20
Fiat,Punto evo,350000,2011,260000,الشروق,أتوماتيك,احمر غامق,بنزين,2025-04-20
BMW,116,600000,1997,160000,العاشر من رمضان,أتوماتيك,أسود,بنزين,2025-04-20
Fiat,Punto,260000,2009,255000,6 أكتوبر,مانيوال,فضي,بنزين,2025-04-20
BMW,X4,2150000,2018,160000,مصر الجديدة,أتوماتيك,رمادي,بنزين,2025-04-20
Kia,Cerato Koup,1000000,2016,117000,بورسعيد,أتوماتيك,احمر,بنزين,2025-04-20
Opel,Vectra,440000,2008,126000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-20
Kia,Grand Cerato,1275000,2022,31000,الإسكندرية,أتوماتيك,فضي,بنزين,2025-04-20
Hyundai,Accent RB,530000,2014,269000,6 أكتوبر,أتوماتيك,برونزي,بنزين,2025-04-20
Nissan,Qashqai,640000,2013,168000,التجمع - القاهرة الجديدة,مانيوال,فضي,بنزين,2025-04-20
Chery,Tiggo 3,800000,2023,100000,قنا,أتوماتيك,فيراني,بنزين,2025-04-20
Citroën,C5,720000,2016,160000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-21
Kia,Grand Cerato,795000,2019,140000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-21
Brilliance,V6,930000,2020,110000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-21
Brilliance,V6,930000,2020,105000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-21
Skoda,Superb,3200000,2022,85000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-21
Nissan,Juke,975000,2022,90000,المعادى,أتوماتيك,فضي,بنزين,2025-04-21
Skoda,Octavia A7,1250000,2020,99000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-04-21
Opel,Astra,720000,2021,130000,المهندسين,أتوماتيك,فضي,بنزين,2025-04-21
Peugeot,3008,1250000,2019,116000,الفيوم,أتوماتيك,فضي,بنزين,2025-04-21
Renault,Logan,565000,2020,135000,مصر الجديدة,أتوماتيك,احمر,بنزين,2025-04-20
Jeep,Cherokee,850000,2010,300000,المعادى,أتوماتيك,أسود,بنزين,2025-04-20
Peugeot,405,110000,1995,100000,السويس,مانيوال,احمر غامق,بنزين,2025-04-20
Ford,Kuga,800000,2013,128000,العاشر من رمضان,أتوماتيك,بني,بنزين,2025-04-20
Renault,Kadjar,895000,2020,147000,مصر الجديدة,أتوماتيك,أزرق,بنزين,2025-04-20
Toyota,Corolla,475000,2005,531000,الإسكندرية,مانيوال,فضي,بنزين,2025-04-20
Hyundai,Elantra MD,725000,2016,245000,شيراتون,أتوماتيك,أسود,بنزين,2025-04-20
Kia,Sportage,1400000,2017,140000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-04-20
Renault,Logan,575000,2021,130000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-20
Volkswagen,Tiguan,1850000,2021,130000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-04-20
Renault,Duster,825000,2020,118000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-20
Daewoo,Nubira 2,310000,2000,195000,زفتى,مانيوال,فضي,بنزين,2025-04-20
Skoda,Octavia A4,550000,2004,150000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-04-20
Renault,Logan,550000,2019,98000,أسوان,أتوماتيك,أبيض,بنزين,2025-04-20
Opel,Astra,800000,2020,190000,الشروق,أتوماتيك,فضي,بنزين,2025-04-20
Citroën,C3 Picasso,425000,2015,300000,الجيزة,أتوماتيك,فيراني,بنزين,2025-04-20
Renault,Sandero Step Way,500000,2016,168000,مدينة نصر,أتوماتيك,أسود,بنزين,2025-04-20
Opel,Crossland,1070000,2022,55000,المقطم,أتوماتيك,الأزرق الداكن,بنزين,2025-04-20
Toyota,Corolla,250000,1993,250000,الجيزة,أتوماتيك,أزرق,بنزين,2025-04-20
Hyundai,Accent,260000,2006,103000,القليوبية,مانيوال,سماوى,بنزين,2025-04-20
Hyundai,Elantra,450000,2006,300000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-20
Chevrolet,Captiva,950000,2020,60000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-20
Citroën,C4 Grand Picasso,1050000,2020,133000,التجمع - القاهرة الجديدة,أتوماتيك,اخضر غامق,بنزين,2025-04-20
Opel,Astra,790000,2021,88000,المهندسين,أتوماتيك,أسود,بنزين,2025-04-20
Hyundai,Accent,200000,1998,400000,المنصورة,مانيوال,ذهبي,بنزين,2025-04-20
Nissan,Sunny,420000,2006,115000,حدائق الاهرام,أتوماتيك,احمر غامق,بنزين,2025-04-20
Nissan,Qashqai,1070000,2021,76000,مدينة الشيخ زايد,أتوماتيك,احمر,بنزين,2025-04-20
Opel,Astra,650000,2014,158000,المهندسين,أتوماتيك,رمادي,بنزين,2025-04-20
Renault,Sandero Step Way,715000,2022,55000,المهندسين,أتوماتيك,أسود,بنزين,2025-04-21
Chevrolet,Lanos,290000,2011,205000,القاهرة,مانيوال,فيراني,بنزين,2025-04-21
